OlinkID	UniProt	Assay
OID30934	P61266	STX1B
OID30935	Q68J44	DUSP29
OID30936	P14649	MYL6B
OID30937	B6A8C7	TARM1
OID30938	O15212	PFDN6
OID30939	Q96KJ4	MSLNL
OID30940	Q8N6Q1	TMCO5A
OID30941	Q9UGI9	PRKAG3
OID30942	Q9UNY4	TTF2
OID30943	P54277	PMS1
OID30944	Q86TM3	DDX53
OID30945	Q8TC05	MDM1
OID30946	Q9BX10	GTPBP2
OID30947	P50897	PPT1
OID30948	O60939	SCN2B
OID30949	P63010	AP2B1
OID30950	Q7Z3D4	LYSMD3
OID30951	P09683	SCT
OID30952	P49069	CAMLG
OID30953	P43146	DCC
OID30954	P52799	EFNB2
OID30955	O60218	AKR1B10
OID30956	Q96BJ3	AIDA
OID30957	O14967	CLGN
OID30958	P60763	RAC3
OID30959	Q92834	RPGR
OID30960	P98164	LRP2
OID30961	P10301	RRAS
OID30962	Q8IY31	IFT20
OID30963	P01270	PTH
OID30964	P10746	UROS
OID30965	Q7L0J3	SV2A
OID30966	P04062	GBA
OID30967	P20916	MAG
OID30968	Q53EL9	SEZ6
OID30969	Q2UY09	COL28A1
OID30970	O14578	CIT
OID30971	Q9BY14	TEX101
OID30972	P24386	CHM
OID30973	Q8IWP9	CCDC28A
OID30974	P35556	FBN2
OID30975	Q15735	INPP5J
OID30976	Q15398	DLGAP5
OID30977	Q13002	GRIK2
OID30978	Q9BX66	SORBS1
OID30979	Q07617	SPAG1
OID30980	Q8WWM7	ATXN2L
OID30981	P48431	SOX2
OID30982	Q9BZJ3	TPSD1
OID30983	Q9NPD7	NRN1
OID30984	A6NFN3	RBFOX3
OID30985	Q96JB5	CDK5RAP3
OID30986	O60662	KLHL41
OID30987	Q9HCY8	S100A14
OID30988	P08651	NFIC
OID30989	Q9UM54	MYO6
OID30990	Q96QH8	SPACA5_SPACA5B
OID30991	Q8WVC0	LEO1
OID30992	P12319	FCER1A
OID30993	O60469	DSCAM
OID30994	O15013	ARHGEF10
OID30995	P04808	RLN1
OID30996	O75592	MYCBP2
OID30997	Q9NXH3	PPP1R14D
OID30998	Q15102	PAFAH1B3
OID30999	O43665	RGS10
OID31000	Q9UQ16	DNM3
OID31001	Q8IVM0	CCDC50
OID31002	B2RUY7	VWC2L
OID31003	Q15366	PCBP2
OID31004	P22102	GART
OID31005	A8MVW0	FAM171A2
OID31006	Q6ZVN8	HJV
OID31007	Q07021	C1QBP
OID31008	O95467	GNAS
OID31009	O75167	PHACTR2
OID31010	O60869	EDF1
OID31011	Q96A00	PPP1R14A
OID31012	Q14151	SAFB2
OID31013	Q5T848	GPR158
OID31014	P29536	LMOD1
OID31015	Q86YD3	TMEM25
OID31016	Q15714	TSC22D1
OID31017	Q9H6Q3	SLA2
OID31018	O95202	LETM1
OID31019	O95295	SNAPIN
OID31020	Q8N967	LRTM2
OID31021	P30419	NMT1
OID31022	O43432	EIF4G3
OID31023	Q13084	MRPL28
OID31024	P53367	ARFIP1
OID31025	Q9UH03	SEPTIN3
OID31026	Q08378	GOLGA3
OID31027	O75792	RNASEH2A
OID31028	Q9H6H4	REEP4
OID31029	Q9H777	ELAC1
OID31030	Q8WWV3	RTN4IP1
OID31031	P51687	SUOX
OID31032	Q6UWW0	LCN15
OID31033	Q96PE7	MCEE
OID31034	Q96I25	RBM17
OID31035	O43776	NARS1
OID31036	Q14197	MRPL58
OID31037	Q9BUJ2	HNRNPUL1
OID31038	Q01826	SATB1
OID31039	P54284	CACNB3
OID31040	Q5JSP0	FGD3
OID31041	Q9NWU2	GID8
OID31042	Q8IWQ3	BRSK2
OID31043	O94830	DDHD2
OID31044	Q9BUP0	EFHD1
OID31045	Q9NPG4	PCDH12
OID31046	Q14160	SCRIB
OID31047	P51649	ALDH5A1
OID31048	P04439	HLA-A
OID31049	Q9BXI9	C1QTNF6
OID31050	P14902	IDO1
OID31051	P29377	S100G
OID31052	P31751	AKT2
OID31053	P68400	CSNK2A1
OID31055	Q9BZE9	ASPSCR1
OID31056	Q9H6S1	AZI2
OID31058	Q99460	PSMD1
OID31059	P78318	IGBP1
OID31060	Q9H4X1	RGCC
OID31061	Q8WXW3-4	PIBF1
OID31062	Q6Y7W6	GIGYF2
OID31063	Q96HC4	PDLIM5
OID31064	Q6GQQ9	OTUD7B
OID31065	Q9NWM8	FKBP14
OID31066	Q92859	NEO1
OID31067	O15240	VGF
OID31068	Q5SW96	LDLRAP1
OID31069	Q16625	OCLN
OID31070	Q5T5Y3	CAMSAP1
OID31071	P78352	DLG4
OID31072	Q6PKH6	DHRS4L2
OID31073	Q14149	MORC3
OID31074	Q9H251	CDH23
OID31075	Q86VP1	TAX1BP1
OID31076	Q8IWY9	CDAN1
OID31077	Q8N163	CCAR2
OID31078	P13995	MTHFD2
OID31079	Q92599	SEPTIN8
OID31080	O77932	DXO
OID31081	P43320	CRYBB2
OID31082	P26718	KLRK1
OID31083	P01350	GAST
OID31084	Q96RU2	USP28
OID31085	Q9H1P3	OSBPL2
OID31086	O15269	SPTLC1
OID31087	O60890	OPHN1
OID31088	Q53GL0	PLEKHO1
OID31089	P21579	SYT1
OID31090	Q13277	STX3
OID31091	Q6UXV0	GFRAL
OID31092	Q9BQT9	CLSTN3
OID31093	Q2L4Q9	PRSS53
OID31094	Q5VV43	KIAA0319
OID31095	Q9BRJ6	C7orf50
OID31096	Q8IXS6	PALM2
OID31098	Q9BPX1	HSD17B14
OID31099	Q15256	PTPRR
OID31100	P10092	CALCB
OID31101	Q6UX71	PLXDC2
OID31102	Q9BXI3	NT5C1A
OID31103	O60235	TMPRSS11D
OID31104	Q5F1R6	DNAJC21
OID31105	P62760	VSNL1
OID31106	Q6QNY0	BLOC1S3
OID31107	Q03014	HHEX
OID31108	Q8TAT2	FGFBP3
OID31109	Q03252	LMNB2
OID31110	Q6P1J6	PLB1
OID31111	Q99704	DOK1
OID31112	Q9P2X3	IMPACT
OID31114	Q6XQN6	NAPRT
OID31115	Q9NPE2	NGRN
OID31116	Q8WYQ3	CHCHD10
OID31117	P59780	AP3S2
OID31118	Q9ULA0	DNPEP
OID31119	P13861	PRKAR2A
OID31120	Q15025	TNIP1
OID31121	O14530	TXNDC9
OID31122	P54315	PNLIPRP1
OID31123	Q9Y3C0	WASHC3
OID31124	Q9UKY0	PRND
OID31125	P47813	EIF1AX
OID31126	Q13938	CAPS
OID31127	Q4ZHG4	FNDC1
OID31128	P32455	GBP1
OID31130	Q8WW22	DNAJA4
OID31131	Q9UBC9	SPRR3
OID31132	P08579	SNRPB2
OID31133	Q92888	ARHGEF1
OID31134	A0FGR8	ESYT2
OID31135	P55210	CASP7
OID31136	Q7Z4V5	HDGFL2
OID31137	O95954	FTCD
OID31138	P11137	MAP2
OID31139	Q01432	AMPD3
OID31140	Q9Y6X8	ZHX2
OID31141	O75146	HIP1R
OID31142	P54819	AK2
OID31143	O60220	TIMM8A
OID31144	P07320	CRYGD
OID31145	Q9NR46	SH3GLB2
OID31146	Q9NRY6	PLSCR3
OID31147	Q96CN9	GCC1
OID31148	Q9NXV2	KCTD5
OID31149	P54252	ATXN3
OID31150	Q8IXM2	BAP18
OID31151	A8MVW5	HEPACAM2
OID31152	Q07817	BCL2L1
OID31153	Q8TF65	GIPC2
OID31154	P53814	SMTN
OID31155	Q00722	PLCB2
OID31156	Q8N4C8	MINK1
OID31157	P40313	CTRL
